file_name,camera,image_path,overlay_path,label_path,crop_left,crop_top,suggested_bbox_xywh,component_bbox_xywh,component_angle_degrees,component_trust_score,label_written,review_code,review_note
cam1_ts1764752652581.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1764752652581.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1764752652581.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1764752652581.txt,522,524,"1196,1128,48,57","1215,1136,9,42",88.08,0.241,0,0,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam1_ts1764986888759.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1764986888759.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1764986888759.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1764986888759.txt,566,524,"463,648,541,48","533,663,401,17",1.19,0.0249,0,2,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam1_ts1765933946335.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1765933946335.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1765933946335.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1765933946335.txt,571,524,"1398,594,138,49","1416,600,102,36",8.84,0.0488,0,2,
cam1_ts1766114022768.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766114022768.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766114022768.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766114022768.txt,584,524,"2151,596,48,57","2170,603,10,42",88.86,0.2215,0,0,
cam1_ts1766114079084.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766114079084.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766114079084.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766114079084.txt,542,524,"1112,1116,48,74","1121,1126,31,55",65.03,0.2139,0,1,
cam1_ts1766211549044.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766211549044.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766211549044.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766211549044.txt,628,524,"1398,594,139,50","1416,600,103,37",8.78,0.0488,0,0,
cam1_ts1766217183236.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766217183236.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766217183236.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766217183236.txt,0,524,"318,594,112,174","332,617,83,129",58.76,0.728,1,1,
cam1_ts1766226257643.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766226257643.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766226257643.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766226257643.txt,616,524,"1398,594,139,49","1416,600,103,36",8.49,0.0488,0,0,
cam1_ts1766226260556.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766226260556.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766226260556.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766226260556.txt,0,524,"420,630,57,162","428,651,42,120",72.82,0.8098,1,1,
cam1_ts1766270589488.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766270589488.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766270589488.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766270589488.txt,631,524,"2073,602,109,48","2087,608,81,35",12.26,0.0548,0,2,"The green crop window is completely correct, but the red candidate box and the yellow pseudo-label are incorrectly placed on the roller."
cam1_ts1766509302923.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766509302923.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766509302923.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766509302923.txt,611,524,"592,602,329,77","634,612,244,57",11.76,0.071,0,1,
cam1_ts1766629909546.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766629909546.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766629909546.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766629909546.txt,527,524,"559,1115,140,86","577,1126,104,64",23.03,0.1291,0,1,
cam1_ts1766712189922.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766712189922.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766712189922.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766712189922.txt,0,524,"272,1173,48,117","290,1188,11,87",87.55,0.65,1,1,
cam1_ts1766890421188.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766890421188.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766890421188.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766890421188.txt,550,524,"534,1115,119,85","550,1126,88,63",34.52,0.1596,0,0,
cam1_ts1766894266587.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766894266587.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766894266587.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766894266587.txt,492,524,"316,1114,117,92","331,1126,87,68",40.13,0.2027,0,0,
cam1_ts1766894586040.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766894586040.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766894586040.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766894586040.txt,498,524,"186,588,97,97","199,600,72,72",46.0,0.2379,0,2,
cam1_ts1766894617112.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766894617112.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766894617112.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766894617112.txt,536,524,"2052,1120,48,49","2068,1126,15,36",80.39,0.2012,0,0,
cam1_ts1766894697836.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766894697836.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766894697836.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766894697836.txt,525,524,"231,630,254,66","264,638,188,49",13.8,0.0881,0,0,
cam1_ts1766941662168.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766941662168.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766941662168.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766941662168.txt,529,524,"6,584,478,123","68,600,354,91",8.55,0.1437,0,0,
cam1_ts1766980553719.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1766980553719.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1766980553719.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1766980553719.txt,0,524,"126,584,72,120","135,600,53,89",67.04,0.4255,0,1,
cam1_ts1767116337600.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1767116337600.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1767116337600.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1767116337600.txt,543,524,"1488,614,537,48","1557,624,398,28",0.34,0.0182,0,0,
cam1_ts1767128947415.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1767128947415.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1767128947415.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1767128947415.txt,525,524,"442,616,591,74","518,625,438,55",2.05,0.0244,0,1,
cam1_ts1767128950362.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1767128950362.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1767128950362.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1767128950362.txt,504,524,"0,584,513,124","57,600,380,92",8.56,0.148,0,0,
cam1_ts1767480208883.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1767480208883.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1767480208883.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1767480208883.txt,439,524,"744,587,90,100","756,600,67,74",52.76,0.2875,0,1,
cam1_ts1767666216985.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1767666216985.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1767666216985.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1767666216985.txt,399,524,"256,636,173,49","278,643,128,36",13.09,0.0819,0,1,
cam1_ts1767713748720.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1767713748720.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1767713748720.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1767713748720.txt,396,524,"537,634,455,48","596,646,337,25",1.18,0.0225,0,0,
cam1_ts1767713750855.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1767713750855.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1767713750855.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1767713750855.txt,412,524,"540,610,352,70","586,619,261,52",1.44,0.0218,0,1,
cam1_ts1767714449443.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1767714449443.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1767714449443.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1767714449443.txt,435,524,"450,632,560,48","522,642,415,27",1.14,0.0209,0,1,
cam1_ts1767715630554.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1767715630554.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1767715630554.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1767715630554.txt,0,524,"280,608,48,89","289,619,31,66",73.9,0.3583,0,1,
cam1_ts1767838405541.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1767838405541.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1767838405541.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1767838405541.txt,485,524,"542,634,450,48","601,644,333,27",1.36,0.0224,0,0,
cam1_ts1767840860115.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1767840860115.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1767840860115.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1767840860115.txt,400,524,"624,635,355,48","670,647,263,24",1.51,0.0224,0,2,
cam1_ts1767840960180.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1767840960180.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1767840960180.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1767840960180.txt,493,524,"605,633,377,48","654,644,279,26",1.26,0.0223,0,2,
cam1_ts1767840963437.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1767840963437.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1767840963437.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1767840963437.txt,470,524,"1154,664,724,61","1248,672,536,45",4.16,0.0291,0,0,
cam1_ts1767939920821.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1767939920821.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1767939920821.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1767939920821.txt,0,524,"46,1114,48,97","61,1126,18,72",81.52,0.3399,0,2,
cam1_ts1768086009284.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1768086009284.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1768086009284.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1768086009284.txt,430,524,"1110,588,271,89","1145,600,201,66",15.63,0.0838,0,1,
cam1_ts1768477870751.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1768477870751.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1768477870751.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1768477870751.txt,588,524,"2288,593,48,55","2296,600,32,41",56.1,0.1756,0,0,
cam1_ts1768481066897.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1768481066897.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1768481066897.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1768481066897.txt,546,524,"952,1118,62,62","960,1126,46,46",47.62,0.164,0,1,
cam1_ts1768875623839.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1768875623839.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1768875623839.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1768875623839.txt,520,524,"581,1115,48,86","591,1126,28,64",84.48,0.3054,0,1,
cam1_ts1768976281359.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1768976281359.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1768976281359.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1768976281359.txt,0,524,"111,580,148,158","130,600,110,117",53.12,0.5752,1,1,
cam1_ts1768976301266.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1768976301266.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1768976301266.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1768976301266.txt,0,524,"527,1122,123,154","543,1142,91,114",88.66,0.7875,1,1,
cam1_ts1769149361956.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1769149361956.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1769149361956.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1769149361956.txt,1100,524,"1676,658,48,48","1693,673,14,19",67.9,0.3597,0,0,
cam1_ts1769255458850.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1769255458850.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1769255458850.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1769255458850.txt,537,524,"1200,1212,81,51","1211,1219,60,38",27.21,0.1973,0,1,
cam1_ts1769586850608.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1769586850608.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1769586850608.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1769586850608.txt,1248,524,"2118,576,97,184","2131,600,72,136",63.81,0.7582,1,1,
cam1_ts1769783382828.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1769783382828.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1769783382828.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1769783382828.txt,467,524,"900,630,48,48","916,644,17,19",82.09,0.3016,0,1,
cam1_ts1769952916334.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1769952916334.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1769952916334.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1769952916334.txt,1104,524,"1680,661,48,48","1697,675,15,20",67.27,0.3644,0,0,
cam1_ts1770343311966.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1770343311966.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1770343311966.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1770343311966.txt,1248,524,"2058,601,51,154","2065,621,38,114",73.98,0.739,1,0,
cam1_ts1770343540119.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1770343540119.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1770343540119.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1770343540119.txt,460,524,"1844,682,73,59","1853,690,54,44",36.77,0.2517,0,1,
cam1_ts1770430483841.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1770430483841.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1770430483841.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1770430483841.txt,558,524,"2150,592,48,59","2165,600,17,44",83.98,0.2151,0,0,
cam1_ts1770540625092.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1770540625092.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1770540625092.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1770540625092.txt,528,524,"308,646,127,48","324,653,94,33",13.17,0.0911,0,0,
cam1_ts1770547507005.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1770547507005.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1770547507005.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1770547507005.txt,0,524,"334,585,111,115","348,600,82,85",57.76,0.3949,0,1,
cam1_ts1770608942144.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1770608942144.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1770608942144.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1770608942144.txt,529,524,"356,589,539,99","426,602,399,73",10.59,0.0944,0,0,
cam1_ts1770669640880.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1770669640880.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1770669640880.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1770669640880.txt,534,524,"2274,593,53,55","2281,600,39,41",55.1,0.1784,0,0,
cam2_ts1763292584273.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1763292584273.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1763292584273.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1763292584273.txt,1000,327,"1576,970,48,89","1588,982,24,66",88.54,0.5324,0,1,
cam2_ts1763355010502.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1763355010502.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1763355010502.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1763355010502.txt,0,327,"349,877,48,270","367,912,12,200",88.76,0.98,1,1,
cam2_ts1764012338867.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1764012338867.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1764012338867.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1764012338867.txt,1248,327,"2142,882,306,201","2209,908,227,149",33.59,0.5677,1,1,
cam2_ts1764047751199.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1764047751199.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1764047751199.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1764047751199.txt,928,327,"1978,460,290,104","2016,474,215,77",17.23,0.1524,0,1,
cam2_ts1764224430065.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1764224430065.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1764224430065.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1764224430065.txt,0,327,"344,878,251,282","376,914,186,209",48.55,0.7168,1,1,
cam2_ts1764986740544.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1764986740544.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1764986740544.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1764986740544.txt,1248,327,"1996,868,127,254","2012,901,94,188",65.1,0.8922,1,1,
cam2_ts1764986763957.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1764986763957.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1764986763957.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1764986763957.txt,1248,327,"1882,860,72,304","1892,899,53,225",78.07,0.9093,1,1,
cam2_ts1764986893111.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1764986893111.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1764986893111.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1764986893111.txt,1003,327,"1579,972,48,86","1593,983,20,64",89.93,0.5166,0,0,
cam2_ts1764986910848.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1764986910848.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1764986910848.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1764986910848.txt,1248,327,"2186,887,73,261","2196,921,54,193",76.38,0.9557,1,1,
cam2_ts1765021452892.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1765021452892.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1765021452892.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1765021452892.txt,593,327,"280,934,543,48","351,943,402,31",2.03,0.0231,0,2,
cam2_ts1765188525387.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1765188525387.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1765188525387.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1765188525387.txt,138,327,"714,932,48,112","723,946,30,83",87.28,0.6117,1,1,
cam2_ts1765377137290.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1765377137290.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1765377137290.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1765377137290.txt,0,327,"175,918,202,225","201,947,150,167",49.51,0.775,1,1,
cam2_ts1766113921591.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1766113921591.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1766113921591.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1766113921591.txt,1022,327,"1598,938,48,171","1609,960,25,127",84.06,0.9335,1,0,"The red box is not on a crack. It is on a fixed lamp mounted on the production line, which appears to be a frequent false-positive pattern."
cam2_ts1766113976402.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1766113976402.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1766113976402.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1766113976402.txt,1022,327,"1598,936,48,180","1609,959,26,133",83.94,0.9694,1,0,"The red box is not on a crack. It is on a fixed lamp mounted on the production line, which appears to be a frequent false-positive pattern."
cam2_ts1766155285864.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1766155285864.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1766155285864.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1766155285864.txt,466,327,"1584,934,682,48","1672,946,505,25",0.88,0.0237,0,2,"The red box is not on a crack. It is on a fixed lamp mounted on the production line, which appears to be a frequent false-positive pattern."
cam2_ts1766266759504.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1766266759504.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1766266759504.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1766266759504.txt,620,327,"262,936,564,48","335,946,418,27",1.53,0.0234,0,2,"The red box is not on a crack. It is on a fixed lamp mounted on the production line, which appears to be a frequent false-positive pattern."
cam2_ts1766338093152.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1766338093152.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1766338093152.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1766338093152.txt,1022,327,"1598,935,48,185","1609,959,26,137",83.95,0.9916,1,2,"The red box is not on a crack. It is on a fixed lamp mounted on the production line, which appears to be a frequent false-positive pattern."
cam2_ts1766365942221.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1766365942221.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1766365942221.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1766365942221.txt,0,327,"172,930,90,126","184,947,67,93",59.65,0.5892,1,1,
cam2_ts1766509302872.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1766509302872.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1766509302872.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1766509302872.txt,559,327,"242,934,587,48","318,942,435,31",1.81,0.0232,0,2,"The red box is not on a crack. It is on a fixed lamp mounted on the production line, which appears to be a frequent false-positive pattern."
cam2_ts1766629907943.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1766629907943.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1766629907943.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1766629907943.txt,1021,327,"1597,934,48,181","1607,958,28,134",83.65,0.9788,1,2,"The red box is not on a crack. It is on a fixed lamp mounted on the production line, which appears to be a frequent false-positive pattern."
cam2_ts1766630198178.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1766630198178.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1766630198178.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1766630198178.txt,1020,327,"1596,936,48,178","1607,959,27,132",83.69,0.9667,1,2,"The red box is not on a crack. It is on a fixed lamp mounted on the production line, which appears to be a frequent false-positive pattern."
cam2_ts1766894266622.jpg,cam2,E:\defect\annotation_batch_glass_defect_v1\images\cam2_ts1766894266622.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam2_ts1766894266622.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam2_ts1766894266622.txt,1022,327,"1598,934,48,181","1609,958,27,134",83.36,0.9776,1,2,"The red box is not on a crack. It is on a fixed lamp mounted on the production line, which appears to be a frequent false-positive pattern."
